id;new_business;age;number_of_contracts;property;life;health;premium_customer;premium_household;sales_channel;new_business_py;self_employed;gender_male
5068;0;63;1;1;0;0;4.98;4.98;tied_agend;none;1;0
5069;0;59;2;1;0;0;374.74;1626.92;tied_agend;none;0;0
5070;0;62;1;0;0;1;4559.39;4559.39;bank;none;0;1
5071;0;51;1;1;0;0;1835.47;3003.71;tied_agend;p;0;1
5072;0;31;1;0;1;0;185.9;263.32;tied_agend;none;0;1
5073;0;67;2;1;0;0;282.25;282.25;tied_agend;none;1;0
5074;0;31;1;0;1;0;1472.12;1472.12;broker;none;0;0
5075;0;66;4;1;0;0;1023.19;1023.19;tied_agend;none;0;1
5076;0;66;5;1;0;0;1836.59;2945.03;tied_agend;p;0;1
5077;0;50;1;0;0;1;0.37;0.37;tied_agend;none;0;0
5078;1;39;8;1;1;1;4158.62;4158.62;tied_agend;lh;1;0
5079;0;69;1;1;0;0;225.96;5143.75;tied_agend;none;0;1
5080;0;51;10;1;1;1;4910.34;4976.81;tied_agend;none;0;1
5081;0;48;1;0;1;0;2319.85;2319.85;other;none;0;1
5082;0;54;4;1;1;0;1288.48;1288.48;tied_agend;none;0;1
5083;0;68;1;1;0;0;58.28;660.82;tied_agend;none;1;1
5084;0;61;5;1;1;1;4666.2;9334.26;tied_agend;none;1;1
5085;1;33;3;1;0;0;505.44;1987.29;tied_agend;none;1;0
5086;0;53;2;1;0;1;536.47;6519.73;broker;none;0;0
5087;0;38;1;1;0;0;195.13;195.13;tied_agend;none;0;1
5088;0;62;1;1;0;0;6.12;6.12;tied_agend;none;1;0
5089;0;34;1;0;0;1;100.68;100.68;bank;none;0;1
5090;0;45;1;0;1;0;412.62;412.62;other;none;0;0
5091;0;31;1;1;0;0;954.94;954.94;tied_agend;none;0;1
5092;0;61;1;1;0;0;27.07;27.07;tied_agend;none;0;0
5093;1;49;4;1;0;1;1677.11;1677.11;tied_agend;none;0;1
5094;0;31;1;1;0;0;843.24;843.24;other;none;0;1
5095;0;46;2;0;1;1;869.66;869.66;tied_agend;none;0;1
5096;0;66;1;0;0;1;6549.24;6549.24;tied_agend;none;1;1
5097;0;64;1;1;0;0;1060.9;1060.9;tied_agend;p;0;0
5098;1;34;1;0;1;0;357.18;357.18;tied_agend;none;1;0
5099;1;56;1;1;0;0;486.13;1923.22;tied_agend;none;1;0
5100;1;48;3;1;0;0;1166.57;2027.42;tied_agend;none;1;0
5101;0;53;2;1;0;1;9798.81;9798.81;bank;none;0;1
5102;1;51;3;1;1;0;1590.77;2806.83;tied_agend;p;0;1
5103;0;48;4;1;1;1;3849.3;3849.3;broker;none;1;0
5104;0;30;2;1;0;0;80.58;80.58;tied_agend;p;0;1
5105;0;35;3;1;1;0;829.28;829.28;tied_agend;none;1;0
5106;0;69;1;0;1;0;40.09;882.13;tied_agend;none;1;0
5107;0;69;1;1;0;0;427.21;2528.03;tied_agend;none;1;0
5108;0;57;2;1;0;0;321;321;tied_agend;none;0;1
5109;0;53;1;0;1;0;2302.33;4448.3;other;none;0;0
5110;0;59;1;0;1;0;8.16;8.16;broker;none;0;1
5111;0;55;1;1;0;0;43.93;43.93;tied_agend;none;0;1
5112;0;51;2;0;1;0;1065.24;2701.2;tied_agend;none;0;0
5113;0;38;3;1;1;0;250.46;1499.73;tied_agend;none;0;0
5114;0;30;1;0;0;1;2.83;2.83;tied_agend;none;0;1
5115;1;54;1;1;0;0;381.03;381.03;other;none;0;1
5116;0;46;3;1;1;0;877.29;877.29;multiple;none;0;1
5117;0;46;2;1;1;0;1932.84;4172.48;tied_agend;none;0;1
5118;0;48;2;1;0;0;768.07;768.07;tied_agend;none;0;1
5119;0;52;7;1;1;1;2670.4;5082.1;tied_agend;none;1;1
5120;0;59;2;1;0;0;271.24;271.24;tied_agend;none;0;1
5121;0;61;2;1;0;0;757.39;757.39;multiple;none;0;1
5122;1;33;7;1;1;1;3001.08;7933.73;multiple;p;1;0
5123;0;39;3;1;1;1;2268.2;9705.78;tied_agend;none;0;0
5124;0;47;2;1;1;0;932.14;3285.28;multiple;none;0;1
5125;0;36;1;1;0;0;398.78;398.78;tied_agend;none;0;1
5126;0;68;1;0;0;1;15.04;15.04;tied_agend;none;0;1
5127;0;39;2;0;1;1;775.43;2781.75;broker;none;0;1
5128;0;64;1;0;1;0;493.73;2257.21;tied_agend;none;1;0
5129;0;54;1;1;0;0;6.86;6.86;tied_agend;none;0;1
5130;0;31;1;1;0;0;126.68;126.68;tied_agend;none;0;1
5131;1;49;4;1;0;0;1615.43;1615.43;tied_agend;none;0;1
5132;0;57;2;1;1;0;2220.71;8142.25;tied_agend;none;1;0
5133;0;54;1;1;0;0;464.44;2450.29;broker;none;0;0
5134;0;67;2;1;0;0;521.74;521.74;tied_agend;none;0;1
5135;0;55;3;1;1;0;270.07;270.07;broker;none;0;0
5136;0;57;1;1;0;0;2.63;152.93;tied_agend;none;0;0
5137;0;52;1;0;0;1;4187.06;4187.06;tied_agend;none;0;1
5138;1;54;1;1;0;0;92.72;92.72;tied_agend;none;0;1
5139;0;32;1;0;0;1;124.14;485.54;tied_agend;none;0;1
5140;0;60;3;1;0;0;907.68;907.68;tied_agend;none;0;1
5141;0;65;2;1;0;1;138.2;138.2;tied_agend;none;0;1
5142;0;48;3;1;1;0;2207.03;4164.15;tied_agend;none;0;0
5143;0;47;1;1;0;0;11.28;11.28;tied_agend;none;0;1
5144;1;32;1;1;0;0;143.91;143.91;tied_agend;none;0;1
5145;0;46;1;1;0;0;112.83;112.83;tied_agend;none;0;1
5146;0;50;1;1;0;0;222.88;230.45;tied_agend;none;1;1
5147;0;63;6;1;0;0;3927.17;10291.96;tied_agend;none;1;1
5148;0;57;1;0;1;0;1317.01;1317.01;other;none;1;0
5149;1;50;1;1;0;0;280.13;280.13;tied_agend;none;0;1
5150;0;33;2;1;0;0;100.49;100.49;tied_agend;none;0;1
5151;0;63;3;1;0;0;2130.53;8589.24;tied_agend;none;1;1
5152;0;49;1;1;0;0;257.72;260.94;other;none;1;1
5153;0;43;1;0;0;1;162.09;162.09;broker;none;1;1
5154;0;51;1;0;1;0;1341.71;1341.71;bank;none;0;0
5155;1;58;1;1;0;0;545.89;1354.33;tied_agend;none;0;1
5156;1;46;1;1;0;0;343.17;343.17;tied_agend;none;0;1
5157;0;37;2;1;1;0;1372.37;1372.37;tied_agend;none;0;0
5158;0;46;7;1;1;0;7017.72;8606.25;tied_agend;none;0;1
5159;0;52;7;1;1;0;2288.39;2288.39;multiple;lh;0;0
5160;0;38;1;1;0;0;42.06;276.13;other;none;0;1
5161;0;37;4;1;0;0;1082.2;6624.25;tied_agend;none;1;0
5162;0;34;2;1;0;0;632.66;632.66;tied_agend;none;0;1
5163;0;44;1;1;0;0;1344.44;1962.48;tied_agend;none;0;0
5164;0;51;3;1;0;0;734.77;2389.27;tied_agend;p;0;0
5165;1;41;1;1;0;0;403.96;403.96;bank;p;1;0
5166;0;38;1;0;1;0;3390.01;3390.01;other;none;0;1
5167;0;62;2;1;1;0;2608.21;3460.85;multiple;none;0;1
5168;0;56;1;0;1;0;1471.16;1584.01;tied_agend;none;0;0
5169;0;69;1;1;0;0;296.24;577.67;tied_agend;none;0;0
5170;0;51;3;1;0;0;439.49;439.49;tied_agend;p;0;0
5171;1;34;4;1;0;0;650.15;650.15;tied_agend;none;0;1
5172;0;69;1;1;0;0;421.32;1592.6;tied_agend;none;1;0
5173;1;66;4;1;1;0;462.09;462.09;tied_agend;none;0;1
5174;0;52;1;1;0;0;186.1;186.1;tied_agend;none;0;0
5175;0;69;5;1;0;1;1872.1;2449.09;tied_agend;none;0;1
5176;0;40;3;1;0;1;578.27;578.27;multiple;none;0;1
5177;1;39;1;1;0;0;121.93;12183.75;tied_agend;none;1;1
5178;0;42;1;1;0;0;45.62;45.62;tied_agend;none;0;1
5179;0;45;4;1;1;0;780.61;780.61;tied_agend;p;0;1
5180;0;56;1;1;0;0;225.16;225.16;tied_agend;none;0;0
5181;0;31;1;0;1;0;791.93;791.93;other;none;0;1
5182;1;36;1;0;0;1;987.06;987.06;tied_agend;lh;1;0
5183;0;35;1;0;0;1;31.57;31.57;broker;none;0;1
5184;1;55;1;1;0;0;7.77;7.77;tied_agend;none;0;1
5185;0;50;2;0;1;0;305.4;369.24;multiple;none;0;0
5186;0;44;2;1;0;1;7268.42;7268.42;bank;none;0;1
5187;1;52;2;1;0;0;566.24;566.24;tied_agend;none;0;1
5188;0;58;1;1;0;0;318.58;318.58;tied_agend;none;0;0
5189;1;44;4;1;1;1;1073.75;1073.75;tied_agend;p;0;1
5190;0;39;1;1;0;0;41.01;41.01;other;none;0;1
5191;0;37;1;0;1;0;638.18;638.18;broker;none;0;1
5192;0;47;2;1;1;0;1656.1;1962.57;tied_agend;none;0;0
5193;0;55;1;1;0;0;323.63;323.63;tied_agend;none;0;0
5194;0;33;2;1;1;0;1777.89;1777.89;multiple;none;0;1
5195;0;60;1;0;1;0;36.07;36.07;bank;lh;0;0
5196;0;60;3;1;0;0;1120.1;1120.1;tied_agend;none;0;1
5197;0;37;6;1;1;0;3729.97;3823.42;tied_agend;p+;0;0
5198;1;53;1;0;1;0;1429.48;2028.76;bank;none;0;1
5199;0;35;1;1;0;0;936.83;936.83;other;p;0;1
5200;1;36;2;1;0;0;1108.17;1108.17;tied_agend;none;1;0
5201;0;48;2;1;0;1;8200.68;8200.68;tied_agend;none;0;1
5202;0;47;6;1;1;0;2310.95;2310.95;tied_agend;none;1;1
5203;1;52;3;1;0;0;654.19;654.19;tied_agend;none;1;1
5204;0;31;4;1;0;0;1061.69;1061.69;tied_agend;none;0;1
5205;1;70;2;1;0;0;1145.06;1145.06;tied_agend;none;0;0
5206;0;69;3;1;0;0;636.33;636.33;tied_agend;none;0;1
5207;0;32;4;1;0;0;892.92;892.92;broker;none;0;1
5208;0;51;1;0;1;0;186.06;186.06;other;none;0;1
5209;0;62;1;0;0;1;8.12;6374.41;tied_agend;none;0;0
5210;0;64;1;0;1;0;1384.12;1384.12;bank;none;0;0
5211;0;55;9;1;1;1;11428.57;14472.25;tied_agend;none;0;1
5212;0;54;3;0;1;0;4763.1;4763.1;broker;none;0;1
5213;0;50;1;1;0;0;223.11;387.02;multiple;none;1;1
5214;0;58;2;1;0;0;510.36;2156.01;tied_agend;none;0;0
5215;0;61;8;1;1;1;2706.28;2807.47;tied_agend;p;0;0
5216;0;49;7;1;0;0;2096.03;3817.91;tied_agend;none;0;1
5217;0;44;2;0;1;0;634.21;634.21;broker;none;0;0
5218;0;47;6;1;1;0;3441.53;3441.53;tied_agend;none;0;1
5219;0;45;1;0;1;0;985.41;985.41;bank;lh;0;0
5220;1;54;2;1;0;0;650.88;1204.6;tied_agend;none;1;0
5221;0;54;1;1;0;0;155.94;155.94;tied_agend;none;0;1
5222;0;43;2;1;0;0;420.81;420.81;tied_agend;none;0;0
5223;0;46;6;1;0;1;2015.89;2015.89;tied_agend;none;1;1
5224;1;59;4;1;0;1;2407.8;3131.56;tied_agend;none;1;1
5225;0;43;1;0;1;0;4172.61;4172.61;broker;none;0;1
5226;0;53;1;1;0;0;1.01;1.01;tied_agend;none;0;1
5227;0;66;4;1;1;1;1578.32;1677.65;tied_agend;p+;0;1
5228;0;40;1;0;0;1;179.85;179.85;tied_agend;none;0;1
5229;0;66;3;1;0;1;1925.11;1925.11;tied_agend;none;0;0
5230;1;38;1;0;1;0;938.2;1665.45;tied_agend;none;0;1
5231;1;69;2;1;0;0;494.62;703.51;tied_agend;none;0;1
5232;0;47;1;0;1;0;741.73;741.73;other;none;0;1
5233;0;48;1;0;1;0;117.98;35608.39;tied_agend;none;0;0
5234;0;31;1;0;1;0;557.39;557.39;tied_agend;none;0;0
5235;0;36;1;0;1;0;224.57;224.57;tied_agend;none;0;1
5236;1;57;4;1;0;0;1146.33;1146.33;tied_agend;none;0;1
5237;0;65;2;1;0;0;290.16;290.16;tied_agend;none;0;0
5238;0;31;6;1;1;1;2999.39;5766.82;tied_agend;none;1;1
5239;0;66;1;1;0;0;107.29;107.29;tied_agend;none;0;1
5240;0;35;3;0;1;1;683.29;683.29;tied_agend;none;1;1
5241;0;37;1;0;1;0;551.36;2434.78;tied_agend;none;1;1
5242;0;30;2;1;1;0;1926.65;1926.65;tied_agend;none;0;0
5243;1;60;3;1;0;0;706.75;706.75;tied_agend;none;0;0
5244;0;58;1;1;0;0;65.02;65.02;broker;none;0;0
5245;0;51;1;0;1;0;1200.23;1200.23;tied_agend;none;0;0
5246;1;53;2;1;0;0;816.11;816.11;tied_agend;none;0;1
5247;0;68;1;0;0;1;3551.42;3551.42;bank;none;0;1
5248;0;38;4;1;0;0;763.01;763.01;tied_agend;none;1;1
5249;1;48;1;1;0;0;856.26;856.26;tied_agend;none;0;0
5250;0;51;2;1;1;0;2474.77;2474.77;tied_agend;none;0;0
5251;0;42;1;0;1;0;13576.05;30525.38;tied_agend;lh;0;1
5252;1;47;1;0;0;1;76.42;76.42;tied_agend;none;1;0
5253;1;60;4;1;0;1;1515.18;4142.36;tied_agend;none;0;1
5254;0;69;3;1;0;0;511.7;511.7;tied_agend;none;0;0
5255;0;34;1;0;1;0;3.45;1085.05;other;none;0;1
5256;0;48;1;0;1;0;3659.22;7354.06;bank;lh;1;1
5257;0;57;1;1;0;0;128.84;7421.3;tied_agend;none;0;0
5258;0;59;2;1;0;0;298.18;298.18;broker;none;0;1
5259;0;54;1;1;0;0;228.57;228.57;tied_agend;none;0;0
5260;0;60;1;1;0;0;1234.03;1234.03;tied_agend;p;0;1
5261;0;58;1;1;0;0;423.36;423.36;tied_agend;none;0;1
5262;0;69;1;1;0;0;739.11;739.11;broker;none;1;1
5263;1;55;3;1;0;0;489.19;489.19;tied_agend;none;0;1
5264;0;56;1;1;0;0;246.59;246.59;bank;none;0;0
5265;1;53;9;1;1;1;3841.91;3956.21;tied_agend;p+;0;1
5266;0;37;2;1;0;0;543.25;543.25;multiple;none;0;1
5267;0;31;3;1;1;0;836.69;1453.74;multiple;none;0;0
5268;0;67;1;1;0;0;7.86;7.86;tied_agend;none;1;0
5269;0;54;1;0;1;0;647.69;1248.65;other;none;0;1
5270;0;35;1;0;0;1;240.86;240.86;tied_agend;none;0;0
5271;0;30;1;1;0;0;304.71;2235.76;tied_agend;none;1;0
5272;1;67;1;1;0;0;99.12;1786.55;tied_agend;none;0;0
5273;0;52;1;1;0;0;1236.81;1236.81;other;none;0;1
5274;0;63;2;1;1;0;746.31;746.31;tied_agend;none;0;1
5275;0;43;1;0;0;1;891.49;891.49;tied_agend;none;0;0
5276;1;67;3;1;0;0;697.36;697.36;tied_agend;none;1;1
5277;1;39;3;1;0;0;238.8;1269.72;tied_agend;p;0;1
5278;0;57;8;1;0;1;4642.32;5555.4;tied_agend;lh;0;1
5279;0;47;2;1;0;0;471.69;471.69;tied_agend;none;0;0
5280;1;43;1;1;0;0;8.92;8.92;tied_agend;p;0;0
5281;0;55;1;0;1;0;151.04;151.04;bank;none;0;0
5282;0;62;2;1;1;0;387.61;387.61;tied_agend;none;0;1
5283;0;47;1;1;0;0;216.71;216.71;tied_agend;none;1;0
5284;0;39;4;1;0;1;1552.09;2869.69;tied_agend;none;0;0
5285;0;50;1;0;1;0;3477.42;3477.42;other;lh;1;1
5286;0;60;1;1;0;0;450.85;3242.64;tied_agend;none;1;0
5287;0;51;2;1;1;0;2634.99;2634.99;multiple;none;0;1
5288;1;44;1;0;1;0;2612.76;2612.76;other;none;0;1
5289;0;30;2;0;1;0;1373.84;1373.84;tied_agend;none;1;1
5290;0;52;1;1;0;0;379.06;437.93;tied_agend;none;0;1
5291;1;35;1;1;0;0;579.78;3923.34;tied_agend;none;0;1
5292;1;60;4;1;0;0;1979.15;1979.15;tied_agend;p;0;1
5293;0;53;4;1;1;0;9541.86;11462.94;tied_agend;none;0;1
5294;0;37;1;0;1;0;2314.3;2314.3;tied_agend;none;1;1
5295;0;61;1;0;1;0;567.5;971.28;broker;lh;1;0
5296;1;54;1;0;1;0;494.4;494.4;tied_agend;none;0;0
5297;0;62;2;1;0;1;302.67;302.67;tied_agend;none;0;0
5298;1;66;1;1;0;0;308.04;308.04;other;p;1;1
5299;0;60;8;1;1;1;10144.99;10144.99;tied_agend;none;0;1
5300;0;64;3;1;0;0;1025.92;1200.8;tied_agend;none;0;1
5301;0;44;1;0;1;0;436.72;436.72;broker;none;1;0
5302;0;45;8;1;1;1;2896.56;3055.81;broker;p;0;1
5303;1;48;3;1;1;0;3682.18;13056;tied_agend;none;0;1
5304;0;67;1;1;0;0;329.67;1508.08;tied_agend;none;1;1
5305;0;50;3;1;0;0;916.79;916.79;tied_agend;none;0;1
5306;0;56;4;1;1;1;726.88;1585.01;multiple;none;1;1
5307;1;49;7;1;1;1;2211.78;2211.78;tied_agend;none;0;1
5308;0;62;4;1;0;0;1811.61;1811.61;tied_agend;p;0;1
5309;0;36;3;1;0;0;429.11;429.11;broker;p;0;0
5310;0;52;3;1;0;0;1469.51;1469.51;tied_agend;none;0;1
5311;1;48;2;1;0;0;1218.35;1218.35;tied_agend;p;0;1
5312;1;32;2;1;0;0;659.27;659.27;tied_agend;none;0;1
5313;0;55;2;1;0;0;161.52;3125.84;tied_agend;none;0;0
5314;0;53;2;1;0;0;277.85;277.85;tied_agend;none;0;0
5315;1;43;1;0;1;0;451.11;451.11;other;none;0;1
5316;0;57;1;0;1;0;1731.91;2616.12;broker;none;1;1
5317;0;61;7;1;1;1;8646.58;8646.58;multiple;none;0;0
5318;0;34;5;1;1;0;3760.61;4233.19;tied_agend;none;0;1
5319;0;57;1;1;0;0;269.97;269.97;tied_agend;none;0;1
5320;0;47;1;0;1;0;137.69;2298.36;tied_agend;none;0;0
5321;0;64;3;1;1;0;1152.81;1804.7;bank;none;0;1
5322;0;48;10;1;1;1;3531.95;4512.64;multiple;none;0;1
5323;1;58;1;1;0;0;1521.17;1521.17;tied_agend;none;1;0
5324;0;49;1;0;1;0;304.26;304.26;broker;none;1;1
5325;0;46;1;0;1;0;176.23;176.23;bank;none;0;0
5326;0;36;1;0;1;0;1586.19;2430.94;tied_agend;none;0;1
5327;0;54;1;0;0;1;499.33;499.33;bank;none;0;1
5328;0;54;1;1;0;0;105.87;105.87;tied_agend;none;0;1
5329;0;32;3;1;0;0;1029.94;1029.94;tied_agend;p;1;1
5330;0;64;1;0;1;0;1671.3;1671.3;tied_agend;none;0;1
5331;0;63;4;1;1;0;663.5;663.5;tied_agend;none;0;0
5332;0;70;1;1;0;0;139.22;1275.22;tied_agend;none;0;0
5333;0;56;1;0;1;0;464.55;1103.16;tied_agend;none;0;0
5334;0;66;4;1;0;0;1595.02;6840.54;tied_agend;none;0;1
5335;0;37;1;0;1;0;559.86;559.86;bank;none;0;0
5336;0;51;3;1;0;0;1390.39;2144.6;tied_agend;none;0;1
5337;0;44;1;1;0;0;678.03;678.03;tied_agend;none;1;1
5338;1;43;3;1;1;1;1619.6;1619.6;tied_agend;none;0;1
5339;0;42;1;1;0;0;2160.97;2544.68;tied_agend;p;0;0
5340;0;65;1;1;0;0;263.52;37321.05;tied_agend;none;0;0
5341;0;33;2;1;0;1;5674.35;18069.11;tied_agend;none;0;0
5342;0;58;1;1;0;0;610.12;610.12;tied_agend;none;0;1
5343;1;70;1;1;0;0;1146.74;1146.74;bank;p;0;1
5344;0;41;2;1;0;0;292.11;292.11;tied_agend;p;0;1
5345;0;53;3;1;0;0;491.66;2348.48;tied_agend;none;0;1
5346;0;55;2;1;0;1;97.22;97.22;multiple;p;0;0
5347;0;56;2;0;1;0;311.5;311.5;multiple;none;0;0
5348;0;35;1;0;0;1;601.22;1002.79;bank;none;0;1
5349;0;51;1;0;0;1;97.75;97.75;tied_agend;none;0;1
5350;0;40;1;0;1;0;394.23;394.23;broker;none;0;1
5351;0;41;7;1;0;1;1782.32;1782.32;tied_agend;lh;0;0
5352;0;41;1;0;0;1;749.63;749.63;tied_agend;none;0;0
5353;0;60;1;0;0;1;59.13;59.13;tied_agend;none;1;0
5354;0;64;7;1;0;1;11184.75;12478.55;tied_agend;none;1;1
5355;0;49;1;1;0;0;900.67;900.67;other;none;0;0
5356;0;64;1;0;1;0;7131.73;14239.67;tied_agend;lh;1;1
5357;0;69;4;1;0;0;868.54;868.54;tied_agend;none;0;0
5358;0;44;1;1;0;0;86.5;86.5;tied_agend;none;1;1
5359;0;32;1;1;0;0;540.54;673.68;other;p;0;0
5360;0;55;3;1;1;1;1363.2;1465.49;tied_agend;none;0;1
5361;1;52;3;1;0;0;321.31;597.56;tied_agend;p;1;0
5362;0;32;5;1;1;1;4512.61;4512.61;multiple;none;1;1
5363;0;40;3;1;1;0;2272.13;4210.87;tied_agend;none;0;1
5364;0;33;1;0;1;0;887.23;1526.86;tied_agend;none;0;1
5365;0;53;1;1;0;0;8.84;8.84;tied_agend;none;0;1
5366;0;52;5;1;0;1;1283.75;1788.05;tied_agend;none;1;1
5367;0;65;2;1;0;0;149.02;149.02;tied_agend;none;0;0
5368;1;58;4;1;0;0;1856.16;1856.16;tied_agend;none;1;1
5369;0;56;1;1;0;0;448.37;448.37;tied_agend;none;0;1
5370;0;49;1;0;1;0;718.8;718.8;tied_agend;none;0;0
5371;0;46;2;1;0;1;7152.37;7152.37;tied_agend;none;0;1
5372;1;51;1;1;0;0;128.28;128.28;tied_agend;p;0;1
5373;1;40;3;1;0;0;965.71;1072.38;tied_agend;none;1;0
5374;0;58;6;1;1;0;1492.53;3147.98;multiple;none;0;1
5375;0;49;1;0;0;1;3.65;3.65;tied_agend;none;1;1
5376;0;54;6;1;0;1;2020.25;2020.25;tied_agend;none;0;1
5377;0;66;4;1;0;1;698.87;698.87;tied_agend;none;0;1
5378;0;49;5;1;0;0;863.97;863.97;bank;none;0;1
5379;0;44;1;1;0;0;2.32;2.32;tied_agend;none;0;1
5380;0;41;1;0;0;1;258.59;258.59;bank;none;1;1
5381;1;57;1;1;0;0;47.08;47.08;tied_agend;none;1;0
5382;0;70;1;0;0;1;89.63;89.63;tied_agend;none;0;1
5383;0;41;1;1;0;0;513.13;1240.99;bank;none;0;0
5384;0;55;1;1;0;0;101.18;101.18;tied_agend;none;0;0
5385;0;30;5;1;0;1;1126.44;1126.44;tied_agend;none;0;0
5386;0;33;1;1;0;0;599.65;599.65;tied_agend;none;0;0
5387;0;52;1;0;1;0;2254.41;2254.41;tied_agend;none;0;1
5388;0;34;2;0;1;0;662.51;6974.7;tied_agend;none;0;0
5389;0;38;1;0;0;1;85.98;342.72;tied_agend;none;0;1
5390;0;63;2;1;0;0;206.31;206.31;tied_agend;none;0;0
5391;0;59;1;1;0;0;381.71;381.71;tied_agend;none;0;0
5392;0;51;1;1;0;0;78.01;78.01;tied_agend;none;0;1
5393;0;59;1;0;0;1;7.1;7.1;tied_agend;none;0;1
5394;0;54;2;1;1;0;2606.75;2606.75;tied_agend;none;1;1
5395;0;36;1;0;1;0;831.08;831.08;bank;none;0;1
5396;0;51;1;1;0;0;576.12;576.12;tied_agend;p;0;0
5397;0;38;4;1;1;0;562.4;562.4;tied_agend;p;0;0
5398;0;70;1;1;0;0;121.96;121.96;tied_agend;none;0;1
5399;0;63;1;1;0;0;848.71;848.71;other;p;0;1
5400;0;46;1;0;1;0;1021.17;5485.43;tied_agend;none;1;0
5401;0;52;2;1;0;1;959.07;959.07;multiple;none;0;0
5402;0;68;1;1;0;0;477.09;831.73;other;none;0;1
5403;0;30;1;0;1;0;1641.21;1641.21;other;none;0;1
5404;0;38;1;0;1;0;4645.17;4792.49;multiple;none;0;1
5405;0;58;5;1;0;1;1101.38;1101.38;tied_agend;none;0;0
5406;0;51;1;0;0;1;34.76;56.26;tied_agend;none;0;1
5407;0;70;1;1;0;0;72.15;176.56;tied_agend;none;0;1
5408;0;37;1;0;1;0;2058.18;2058.18;other;lh;1;1
5409;0;38;5;1;1;1;1692.76;1692.76;tied_agend;none;0;1
5410;1;44;1;0;1;0;5523.8;5523.8;bank;none;0;1
5411;0;57;4;1;1;0;6756.95;18522.77;broker;none;0;0
5412;0;39;1;1;0;0;61.29;61.29;broker;none;0;1
5413;0;62;1;0;1;0;2.91;2.91;broker;none;0;1
5414;0;50;1;1;0;0;252.38;340.22;bank;none;0;1
5415;0;34;2;1;1;0;2108.85;2108.85;tied_agend;p+;0;0
5416;1;63;2;1;0;0;558.28;558.28;tied_agend;none;0;1
5417;0;68;6;1;0;0;2335.43;2335.43;tied_agend;none;1;0
5418;1;55;1;0;1;0;2773.52;2773.52;broker;none;1;0
5419;1;49;4;1;0;0;1049.08;1293.11;tied_agend;none;0;1
5420;0;53;5;1;0;0;1281.57;1281.57;tied_agend;none;1;0
5421;0;66;3;1;1;0;1176.91;1586.49;tied_agend;none;1;0
5422;0;48;1;0;1;0;1918.82;1918.82;tied_agend;none;1;1
5423;0;37;1;0;1;0;214.61;214.61;tied_agend;none;0;0
5424;0;32;1;0;0;1;3.87;3.87;tied_agend;none;0;0
5425;0;39;1;1;0;0;49.99;49.99;tied_agend;none;0;0
5426;0;49;4;1;1;1;1433.56;3623.23;tied_agend;none;0;0
5427;0;32;3;1;0;1;159.75;6912.56;tied_agend;p;1;1
5428;0;52;1;0;1;0;2367.5;2421.82;other;none;1;1
5429;0;38;2;0;1;0;1337.18;1337.18;tied_agend;none;1;1
5430;0;34;1;1;0;0;214.67;214.67;tied_agend;none;0;1
5431;0;33;6;1;0;1;1087.21;1116.86;tied_agend;none;0;1
5432;1;69;1;0;0;1;1797.27;1797.27;bank;none;0;1
5433;0;57;2;0;1;0;2259.01;4963.32;multiple;none;0;0
5434;0;70;2;1;0;0;1530.08;1530.08;tied_agend;none;0;1
5435;0;39;2;1;0;0;583.24;583.24;tied_agend;p;0;0
5436;0;69;1;0;0;1;9.25;9.25;tied_agend;none;0;1
5437;0;36;2;1;0;0;1192.33;1192.33;tied_agend;none;0;1
5438;1;45;5;1;0;0;1228.53;1228.53;tied_agend;p;0;1
5439;0;55;1;0;1;0;549.78;1173.57;tied_agend;none;0;0
5440;0;55;2;1;0;1;244.47;244.47;broker;none;0;1
5441;0;47;1;1;0;0;419.05;419.05;other;none;0;0
5442;0;66;6;1;1;0;3388.66;6653.62;tied_agend;none;0;1
5443;0;46;3;1;0;0;422.75;5840.84;tied_agend;none;0;1
5444;0;50;5;1;0;0;1731.66;1731.66;tied_agend;p;1;1
5445;0;42;1;0;1;0;425.59;425.59;tied_agend;none;1;1
5446;0;67;1;1;0;0;282.76;282.76;tied_agend;none;0;1
5447;1;57;8;1;1;0;14240.91;14240.91;tied_agend;none;1;0
5448;0;48;1;0;1;0;290.36;290.36;tied_agend;none;0;0
5449;0;70;3;1;0;0;201.96;201.96;tied_agend;none;0;0
5450;0;56;3;1;0;0;159.82;159.82;tied_agend;p;0;1
5451;0;59;2;1;0;1;440.96;3178.49;tied_agend;none;0;0
5452;0;42;1;0;1;0;430.94;7625.56;other;none;1;0
5453;0;43;1;1;0;0;1310.74;1310.74;tied_agend;p;0;1
5454;0;48;1;1;0;0;396.97;396.97;other;none;1;1
5455;0;69;6;1;0;1;4067;4704.92;tied_agend;p;0;1
5456;0;67;1;0;0;1;13110.22;13110.22;tied_agend;none;0;1
5457;0;52;1;1;0;0;251.97;251.97;broker;none;0;0
5458;0;66;3;1;1;0;1568.15;1568.15;multiple;none;0;0
5459;1;69;4;1;0;0;982.37;1478.57;tied_agend;p;0;1
5460;0;36;1;0;0;1;20.23;20.23;bank;none;0;0
5461;0;34;2;0;1;0;3115.96;3115.96;tied_agend;none;0;1
5462;1;63;5;1;1;0;2254.16;3019.76;tied_agend;none;0;1
5463;0;34;1;0;1;0;910.32;910.32;tied_agend;none;0;0
5464;0;63;1;1;0;0;193.82;193.82;other;none;0;0
